Age,Gender,Marital_Status,Education,Employment_Type,Years_Employed,Applicant_Income,CoApplicant_Income,CIBIL_Score,Existing_Debt,Property_Value,Loan_Amount,Loan_Term,Loan_Status
47,Male,Single,Postgraduate,Business,26,28576,33290,379,3944044,9838897,1936276,60,0
53,Female,Married,Postgraduate,Business,18,187784,6768,840,491841,9476308,1324929,240,1
39,Female,Married,Graduate,SelfEmployed,27,81883,68700,547,1862796,9609409,2045307,240,0
45,Male,Married,Graduate,Salaried,2,29262,93296,835,1819146,3078747,1270350,60,0
45,Male,Married,HighSchool,SelfEmployed,19,174242,46857,892,3878709,4918156,105327,240,1
40,Male,Single,Graduate,Business,23,19127,61722,731,2896557,6239366,550927,120,0
58,Male,Single,Graduate,Salaried,25,30730,28245,402,2836605,1352005,2040798,60,0
50,Female,Single,Postgraduate,SelfEmployed,8,119672,75450,630,491358,7867123,2006179,120,1
55,Male,Single,Graduate,SelfEmployed,17,44152,85884,815,3462783,9483533,235319,180,1
49,Male,Married,Graduate,Salaried,25,165785,44549,840,445849,7013414,2595009,360,1
30,Female,Single,Graduate,SelfEmployed,21,49842,98086,418,3911826,5002371,1445800,180,0
22,Female,Single,HighSchool,SelfEmployed,21,20618,45765,538,2262342,4310373,2516379,60,0
45,Female,Married,Postgraduate,SelfEmployed,26,31944,7546,493,4092353,5565039,1842851,120,0
25,Male,Married,Postgraduate,Business,19,78590,9390,760,2488837,8852183,1702844,60,0
21,Male,Single,Postgraduate,SelfEmployed,21,157239,71245,515,508186,3391582,214619,360,0
43,Female,Single,Graduate,Salaried,0,110326,1882,343,2157117,7428700,319866,60,0
35,Female,Single,HighSchool,Business,10,33976,23016,514,3955713,7510154,2750772,120,0
35,Male,Married,HighSchool,Salaried,17,174226,92045,768,2352891,6898825,2231501,360,1
22,Female,Married,Postgraduate,Salaried,28,86267,17279,754,2471055,1199583,1307648,180,0
32,Male,Married,HighSchool,Salaried,11,141887,28031,542,2644742,6378445,1571904,180,0
28,Male,Single,Graduate,SelfEmployed,28,177386,77150,582,1730171,3837372,1968374,240,0
26,Female,Married,Postgraduate,SelfEmployed,9,120126,3682,766,3019308,1623614,1547205,60,0
26,Female,Married,HighSchool,SelfEmployed,7,57293,77445,840,3816941,6478151,1389545,360,0
42,Male,Married,Graduate,Salaried,26,96523,37185,694,1029476,4103270,423150,240,1
48,Male,Single,HighSchool,Salaried,26,189436,11674,587,1968892,2312013,222225,120,0
23,Male,Married,Graduate,SelfEmployed,25,117833,77806,821,690943,2817116,1408408,180,1
43,Female,Single,HighSchool,SelfEmployed,26,33614,18444,865,1694567,9783348,2147596,180,0
58,Male,Married,Postgraduate,SelfEmployed,11,149076,63789,342,3220250,6904601,645406,120,0
23,Male,Married,HighSchool,Business,26,159812,69581,471,1200143,3829903,2939652,180,0
21,Male,Single,Graduate,SelfEmployed,16,151658,56228,474,302891,6432522,944192,360,0
23,Female,Single,HighSchool,Business,2,162558,76085,416,4195799,6172256,734290,120,0
54,Female,Single,Graduate,Salaried,20,118106,80747,772,3935685,3075805,825085,120,1
58,Female,Married,HighSchool,SelfEmployed,25,91185,23719,865,1702284,1759485,259506,120,1
59,Male,Single,HighSchool,Business,20,157029,36706,763,2684311,2727600,1734601,60,1
36,Male,Married,Postgraduate,SelfEmployed,26,21480,93080,670,3075045,2403401,1152925,360,0
24,Male,Single,Postgraduate,Salaried,0,96254,80345,864,3190159,1949648,1139492,120,0
59,Male,Married,HighSchool,SelfEmployed,16,89038,15266,597,4864710,6655381,649558,360,0
57,Female,Married,Graduate,Business,8,121490,5099,539,95847,3591819,412147,240,1
27,Male,Married,HighSchool,SelfEmployed,0,179166,2120,555,3950310,9776125,135673,180,0
48,Male,Married,Postgraduate,SelfEmployed,28,77904,64705,674,3213973,1707277,2570254,120,0
47,Male,Married,Postgraduate,Salaried,16,194922,86298,591,3351914,5159767,640267,120,0
30,Female,Single,HighSchool,Business,25,36746,87393,687,2436273,5747450,2884828,360,0
56,Female,Married,HighSchool,SelfEmployed,11,173015,70369,771,3975692,6464415,289990,360,1
53,Female,Married,Postgraduate,Salaried,8,96481,83238,827,2085547,8440082,936908,360,1
47,Female,Single,Postgraduate,SelfEmployed,0,40762,28724,774,335058,4729509,898003,60,0
31,Female,Single,Graduate,Salaried,10,59489,72277,815,1629828,3174638,2545037,240,0
32,Female,Single,Postgraduate,SelfEmployed,22,179085,31654,463,2775566,835872,2257406,60,0
43,Female,Married,HighSchool,Business,0,188160,62438,364,4863182,7852013,1771853,360,0
31,Female,Single,Graduate,SelfEmployed,20,163166,37853,826,177997,8015031,1291639,180,1
25,Female,Married,Postgraduate,Business,4,59791,75171,896,1871919,2965244,2036309,60,0
47,Female,Married,Postgraduate,Business,2,56405,9152,430,2994159,5986965,729265,60,0
23,Female,Married,Graduate,Salaried,20,162993,32179,795,1756171,8921883,923124,60,1
33,Female,Married,Graduate,Business,18,161834,18930,859,1674742,9729915,1581106,60,1
42,Male,Married,Graduate,SelfEmployed,18,95366,78178,858,4243800,3955663,2686366,240,0
57,Male,Married,Graduate,SelfEmployed,11,66632,22203,634,3398388,3398265,679078,360,0
33,Female,Married,Postgraduate,Business,17,171027,69299,720,4961459,3950493,2413202,180,0
54,Female,Married,HighSchool,Salaried,15,129128,73484,844,4333978,3390816,602571,240,1
39,Female,Married,HighSchool,Business,25,97192,53706,472,1215031,6327056,1513008,180,0
57,Female,Married,HighSchool,Business,2,46915,43642,591,3661051,9406136,1064393,360,0
35,Female,Single,Postgraduate,Salaried,19,74040,90520,467,1441701,973459,2120879,120,0
43,Female,Married,HighSchool,Business,0,180047,24992,513,2626383,1733565,1278833,360,0
57,Male,Single,Postgraduate,SelfEmployed,22,179299,78305,419,2282144,7914077,116134,240,0
47,Female,Married,Graduate,SelfEmployed,24,167834,3228,313,114764,2191644,1862023,60,0
58,Male,Married,HighSchool,Business,7,151689,68237,829,1401586,5428607,554683,240,1
58,Female,Married,Graduate,SelfEmployed,19,87352,49693,464,1534159,6388948,1624696,360,0
30,Male,Married,HighSchool,Salaried,4,113304,26974,306,2535741,3872886,1566553,180,0
29,Female,Married,HighSchool,SelfEmployed,25,75787,86979,860,4687013,4184990,409128,60,1
31,Male,Married,HighSchool,Business,28,43448,31771,650,1234543,4936633,2386961,360,0
31,Male,Married,Graduate,Business,1,29695,53461,603,592109,5941216,1837953,180,0
44,Female,Married,Postgraduate,Salaried,22,75092,73114,728,4014618,7196904,764452,180,0
28,Female,Single,Postgraduate,SelfEmployed,22,131397,59097,867,3164030,6045958,700727,120,1
35,Female,Married,Graduate,Business,15,61578,9726,624,3789487,8901362,1313011,180,0
47,Male,Single,Postgraduate,SelfEmployed,4,58084,96655,673,4725771,8043547,202816,360,0
37,Male,Married,Graduate,Salaried,23,24742,3411,382,1349184,2184931,391842,60,0
25,Male,Single,HighSchool,SelfEmployed,29,192734,62421,447,4219484,9363448,767885,180,0
47,Male,Single,Graduate,SelfEmployed,17,121097,67173,506,2681734,2437316,772326,240,0
28,Male,Married,Postgraduate,SelfEmployed,16,18466,21902,713,2460766,2854808,2165163,360,0
59,Female,Married,HighSchool,SelfEmployed,9,52723,41166,504,1658174,4521330,2949191,120,0
51,Male,Single,HighSchool,Salaried,24,109322,80848,510,4837507,889273,309815,180,0
50,Female,Single,HighSchool,Business,28,177022,72130,799,1748629,6942128,1616426,360,1
47,Male,Single,Graduate,Salaried,11,64036,1337,310,1157567,3574442,687256,120,0
56,Female,Single,Graduate,Business,4,73928,70554,695,3754169,6911781,1516491,180,0
30,Female,Single,Postgraduate,SelfEmployed,0,90234,34398,794,4157312,8340774,2849819,120,0
42,Female,Married,HighSchool,Business,14,42679,53883,823,4372557,681793,1937264,180,0
28,Male,Single,HighSchool,Salaried,25,30416,38022,537,1193431,4456450,1079993,180,0
25,Female,Married,HighSchool,Business,27,71733,84145,579,3236637,3477858,1894591,180,0
28,Male,Married,HighSchool,SelfEmployed,13,55527,9250,488,156760,8515182,887378,120,0
45,Male,Married,HighSchool,SelfEmployed,29,45893,64124,631,378198,6989012,1902174,120,1
43,Female,Single,Graduate,Business,9,87858,68150,405,943043,4894183,633317,60,0
47,Male,Married,Graduate,Business,7,96107,43162,562,867834,4041142,2713459,60,0
54,Male,Single,HighSchool,Salaried,26,20259,95120,555,1090525,8778691,132389,60,0
42,Female,Single,HighSchool,Business,23,174992,55134,607,3269180,5183536,1876858,60,0
28,Male,Single,Postgraduate,Business,15,60192,69844,506,4111492,3180997,554134,360,0
31,Female,Single,Postgraduate,Business,24,128971,11593,537,4773393,902507,1324626,240,0
45,Female,Single,Graduate,Business,29,49411,59677,539,4716763,1571099,2040486,60,0
30,Male,Single,Graduate,SelfEmployed,18,114420,79468,514,2798526,7638200,1168136,360,0
33,Male,Married,Postgraduate,Salaried,0,100265,28537,416,4574069,9025335,1076955,60,0
29,Female,Married,HighSchool,Salaried,27,194792,94845,867,130942,6729450,2366077,240,1
45,Male,Married,HighSchool,Business,26,75475,45730,428,172588,9693668,2478663,240,0
58,Female,Single,Postgraduate,SelfEmployed,4,85762,69524,459,2705829,9693054,2735679,60,0
50,Male,Single,Postgraduate,SelfEmployed,11,36603,60522,663,4440705,3143436,1974986,60,0
25,Male,Married,HighSchool,Salaried,15,199914,99760,871,2030698,9420882,2582558,180,1
38,Male,Married,Graduate,Salaried,29,198705,18501,686,4343766,5983019,403400,60,0
35,Male,Single,Postgraduate,SelfEmployed,7,167734,10,710,3586202,1922541,553746,180,0
43,Female,Single,Postgraduate,Business,14,87207,23084,744,4735206,1465618,2736664,240,0
49,Male,Married,HighSchool,SelfEmployed,1,75293,38152,570,620755,2035289,2164129,180,0
50,Female,Married,Graduate,SelfEmployed,10,175908,9831,539,4495670,6886061,1322464,180,0
44,Male,Single,Postgraduate,Business,12,19999,24026,652,300974,4396340,2931079,60,0
52,Female,Married,HighSchool,Salaried,18,123756,12817,694,4862890,9915525,1782880,360,0
41,Male,Single,Graduate,Business,6,152818,14331,523,1217028,8218752,2555044,240,0
58,Male,Single,Postgraduate,Salaried,22,47801,24871,752,1683139,6360856,2448158,240,0
28,Female,Single,Postgraduate,Salaried,25,92425,48477,823,3637761,6246688,1227662,240,1
55,Female,Married,Postgraduate,Business,20,108193,95335,644,709490,2692397,2102916,120,1
50,Male,Married,Postgraduate,Business,16,181461,2529,409,3988474,2185909,2355156,240,0
36,Female,Married,Postgraduate,Business,6,136793,56108,563,2607851,2814472,1888972,240,0
37,Male,Married,HighSchool,Business,27,133778,8963,387,4107503,9228886,2075866,120,0
22,Female,Married,Postgraduate,Salaried,12,181213,29461,316,4602864,7422581,1596042,240,0
23,Female,Single,Postgraduate,Salaried,2,41354,78769,656,2232814,8065346,2341942,120,0
30,Female,Single,Postgraduate,SelfEmployed,22,107254,59967,749,3675355,821631,616960,60,0
49,Male,Married,Postgraduate,Business,6,164453,48637,382,3543356,8965028,332172,360,0
35,Female,Married,HighSchool,SelfEmployed,8,92300,90101,647,3945743,7488106,2534968,60,0
41,Male,Single,HighSchool,Salaried,10,188416,98112,581,4379849,6276378,651442,360,0
57,Female,Single,Postgraduate,Business,6,29219,51863,321,3054621,8883419,203833,60,0
25,Female,Married,Postgraduate,Salaried,1,88849,47227,752,2446594,9955692,1886287,120,0
55,Female,Married,Postgraduate,SelfEmployed,21,161843,41060,578,3167190,2485512,1531910,120,0
36,Female,Single,HighSchool,Salaried,21,91003,21024,513,4409591,5695159,318164,120,0
57,Female,Married,Postgraduate,SelfEmployed,21,72893,46427,886,4697215,3455080,2221879,120,0
58,Male,Single,Graduate,Business,19,103589,62181,431,36959,3983126,320148,120,1
36,Male,Married,Postgraduate,Salaried,6,164175,8061,544,1003438,4400270,1911025,180,0
21,Male,Single,Postgraduate,SelfEmployed,7,52877,84368,761,4865684,4406358,2636368,240,0
46,Female,Married,Graduate,SelfEmployed,28,177064,45585,618,2808913,1197418,303180,240,0
35,Female,Single,HighSchool,SelfEmployed,5,66042,73416,662,693779,8824878,886012,360,1
59,Female,Single,Graduate,Business,4,137911,4650,604,3896427,700802,1882030,360,0
56,Female,Single,Graduate,Business,18,125352,63884,335,2349545,1609427,1193142,120,0
44,Female,Single,Graduate,Business,16,18779,71190,386,910192,3581364,1673023,240,0
38,Male,Married,Postgraduate,Business,13,62277,14349,599,2262952,5226494,1794209,120,0
25,Female,Single,Postgraduate,SelfEmployed,12,142330,77358,462,3628434,9483630,2747486,180,0
28,Male,Single,HighSchool,SelfEmployed,29,171329,57985,708,3744412,9308469,2614557,180,0
29,Male,Married,Graduate,Business,21,135279,87303,602,3013509,3577894,1991792,240,0
28,Female,Single,Postgraduate,Business,22,151252,78288,601,4022058,9918334,1110684,240,0
36,Female,Single,Postgraduate,Business,26,121437,99539,334,2286738,4906553,177383,60,0
57,Male,Married,Graduate,Salaried,8,103297,83868,522,2978118,4732289,2079617,240,0
50,Male,Married,HighSchool,SelfEmployed,20,85013,17755,452,1887521,4444886,2804948,120,0
27,Male,Single,Postgraduate,SelfEmployed,22,63008,3362,547,2524772,1530742,2878560,240,0
25,Male,Married,HighSchool,Business,2,159340,87226,824,2161886,5098224,212726,180,1
22,Male,Married,Graduate,Salaried,8,39771,28733,324,4279859,1565521,635929,60,0
59,Female,Married,Postgraduate,Salaried,13,102891,57028,301,268966,7567382,1799765,120,0
30,Male,Single,Postgraduate,Salaried,21,71959,66948,497,2281578,4800481,1095654,240,0
57,Male,Single,Postgraduate,Business,5,118489,20674,487,3712361,4857990,1953976,120,0
59,Male,Single,Graduate,Business,7,124155,97444,518,2142404,5196744,912457,60,0
49,Female,Single,Postgraduate,Salaried,21,174166,63399,713,201134,800821,2907013,180,1
30,Female,Single,Graduate,Salaried,7,97942,94739,538,2542278,5591003,1026808,120,0
29,Male,Married,Postgraduate,Business,13,150979,77214,453,1120880,9333652,1731748,60,0
26,Male,Married,HighSchool,Business,13,19942,62681,553,1674211,7228804,1555464,360,0
27,Female,Married,Postgraduate,Business,22,26551,54924,824,1877392,9467384,983385,180,0
37,Female,Married,Postgraduate,Salaried,13,54819,87363,866,1603262,2912828,1623331,120,0
36,Female,Married,HighSchool,Salaried,19,88221,8273,466,358124,3853704,2010561,120,0
50,Male,Single,HighSchool,Salaried,8,197632,26430,365,4506223,5786316,264010,120,0
24,Female,Married,Graduate,SelfEmployed,5,168359,47361,887,3409938,7882811,2424514,180,0
24,Male,Single,HighSchool,Salaried,18,34705,24104,636,2960040,4736429,1469572,120,0
44,Male,Married,HighSchool,Salaried,22,171171,33006,496,2646250,5962202,2322792,120,0
49,Male,Married,Postgraduate,SelfEmployed,1,186922,79458,544,2791736,8914002,849039,240,0
28,Female,Single,HighSchool,Salaried,28,145752,92727,511,2844397,5947879,785018,120,0
59,Male,Single,Graduate,Business,11,184390,47812,636,4632568,7705449,2327370,240,0
36,Female,Married,HighSchool,Salaried,9,172224,49457,305,656568,1764271,626259,240,0
46,Female,Married,HighSchool,Business,19,141032,10354,575,2295887,6754770,2614228,60,0
24,Female,Married,Graduate,SelfEmployed,29,193939,78417,704,3417768,3585981,1485946,60,0
34,Male,Married,Postgraduate,Business,24,31049,77164,394,2866991,4643593,1945150,180,0
31,Male,Single,Postgraduate,SelfEmployed,7,135138,72916,644,2683455,9344834,1722958,120,0
25,Male,Single,Postgraduate,Salaried,11,153888,27473,558,1406445,3480025,2727927,360,0
57,Male,Married,Graduate,Business,28,98483,96271,824,4891831,9306708,1615003,60,1
22,Female,Married,HighSchool,SelfEmployed,28,156736,80650,320,2698135,9674878,2706016,60,0
28,Female,Married,Postgraduate,SelfEmployed,3,123114,44572,788,3347074,2039594,1023680,60,0
44,Female,Married,Graduate,SelfEmployed,26,85044,39210,786,2025212,1310701,427940,120,1
50,Female,Single,Graduate,SelfEmployed,27,136516,95396,634,2235893,2960379,2484675,60,0
26,Female,Single,HighSchool,Salaried,27,89630,11624,620,4318452,8134967,891084,360,0
39,Male,Married,Postgraduate,Salaried,24,121387,55124,894,550621,4052113,2065407,180,1
57,Male,Married,Postgraduate,SelfEmployed,1,36045,67593,584,256152,9101119,810160,180,1
43,Female,Single,HighSchool,Business,12,141039,11690,383,1445106,1021819,1707010,360,0
26,Male,Single,Graduate,SelfEmployed,19,113756,392,651,2934005,2981264,1387114,180,0
58,Female,Single,Postgraduate,SelfEmployed,0,82041,9448,514,3264756,4528435,1692295,360,0
28,Female,Married,HighSchool,SelfEmployed,18,133254,12231,574,4667072,6608982,283219,180,0
52,Female,Married,Postgraduate,Salaried,27,168499,57832,801,3025202,8768284,1370680,120,1
46,Female,Married,HighSchool,SelfEmployed,5,37861,33105,387,4907276,8624480,1116895,60,0
33,Male,Single,Postgraduate,Business,24,134645,72100,612,2140468,7789677,396579,120,0
22,Male,Single,Graduate,Business,13,42634,54928,744,1516917,1733181,2420554,360,0
27,Male,Married,HighSchool,Business,19,69711,88691,892,4264351,7137592,975122,60,1
47,Male,Married,HighSchool,Salaried,25,143013,93049,640,3945051,3941373,2985080,180,0
31,Female,Single,HighSchool,Salaried,27,61791,27289,683,2513477,5716415,896613,360,0
59,Female,Married,Graduate,Business,22,81920,18540,600,4644094,7304795,1689516,360,0
37,Female,Married,HighSchool,Salaried,16,169458,24152,791,684360,611036,1186437,120,1
47,Female,Single,HighSchool,SelfEmployed,23,141478,92597,625,3132682,2697789,1775554,180,0
49,Male,Married,HighSchool,Business,22,120218,40281,377,1911634,8713140,559976,360,0
57,Female,Single,Graduate,Business,13,149410,59484,363,3723691,1905565,710021,60,0
37,Female,Married,Postgraduate,Salaried,25,162467,22993,494,1789001,2876554,1372193,240,0
38,Female,Single,HighSchool,Business,6,120312,78812,855,536251,6111490,966817,180,1
52,Female,Married,HighSchool,Business,22,117334,3438,635,537460,4352391,2935005,60,0
27,Female,Single,HighSchool,SelfEmployed,21,104941,36698,472,4839526,1415615,2140521,360,0
24,Male,Single,Postgraduate,Business,20,62350,26952,457,797369,7750662,663784,180,0
53,Female,Married,Graduate,SelfEmployed,14,36993,42639,324,849670,8592217,2147821,60,0
33,Female,Single,Postgraduate,Salaried,29,54299,19549,366,2965770,5239286,2173064,180,0
21,Male,Married,Graduate,Salaried,15,37365,3911,601,3069344,7604357,2970056,180,0
42,Female,Single,HighSchool,Business,20,114658,17677,486,1510041,8951243,2733604,60,0
31,Male,Married,Graduate,SelfEmployed,27,116678,91041,772,2513686,2930910,2626459,240,0
22,Female,Married,Postgraduate,Salaried,1,132699,67626,760,441445,2497832,382961,180,1
52,Female,Married,HighSchool,Business,3,174742,55162,434,1157049,7078402,689059,240,0
40,Male,Single,HighSchool,SelfEmployed,20,124484,73997,705,42491,6275663,1738045,360,1
56,Male,Married,Graduate,SelfEmployed,12,55702,62348,441,2204456,7442036,1716116,240,0
36,Male,Married,HighSchool,Salaried,9,130950,21434,590,3965470,8965015,2273834,60,0
22,Female,Married,Postgraduate,Salaried,0,196423,75845,502,3828512,7254896,2038098,120,0
45,Male,Single,Postgraduate,Business,28,67314,27941,692,2313252,5899377,1926453,240,0
42,Female,Married,HighSchool,SelfEmployed,22,33318,38719,548,4552976,539102,119006,60,0
41,Female,Married,Graduate,SelfEmployed,25,83256,6826,408,627668,3162752,471871,240,0
23,Female,Single,Postgraduate,Salaried,18,169755,25692,572,1531583,2155317,836425,240,0
31,Male,Married,Graduate,Salaried,24,68387,76827,397,3617029,1530155,634028,60,0
32,Male,Married,HighSchool,Business,12,78711,29407,556,997890,7133230,2564915,180,0
35,Male,Married,Graduate,Salaried,9,70160,88295,445,3888144,6431967,110031,120,0
42,Male,Single,HighSchool,SelfEmployed,26,123001,51866,623,1859561,9112234,2293593,60,0
38,Male,Single,Postgraduate,Salaried,15,164193,45129,783,2866601,795270,527060,60,1
25,Female,Married,Graduate,SelfEmployed,7,66454,45060,880,2130995,4845808,1624040,120,0
53,Female,Single,HighSchool,SelfEmployed,0,170974,98198,542,1673989,8865497,668473,120,0
32,Male,Single,HighSchool,Salaried,12,106265,32671,477,2558046,5172828,1665796,240,0
54,Male,Married,HighSchool,Salaried,6,36511,24711,560,943250,8501416,1254485,360,0
57,Male,Single,HighSchool,Business,7,74727,90557,743,4898933,7949298,329942,180,0
37,Female,Single,Graduate,Business,4,199614,21199,680,2388962,7462331,1887059,60,0
59,Female,Married,HighSchool,Business,3,129159,22097,363,4640886,3010831,149094,360,0
55,Male,Single,Postgraduate,Salaried,29,96296,70304,699,2997132,4881158,554146,180,0
21,Female,Single,Postgraduate,Business,17,66258,20532,363,2431608,7696957,224945,360,0
25,Female,Single,Postgraduate,Salaried,17,169737,29205,831,859022,2247404,2127805,360,1
21,Female,Single,HighSchool,SelfEmployed,19,159466,96284,657,965257,8680892,1846974,180,1
43,Female,Single,Postgraduate,Salaried,22,196370,77502,670,1348388,7623257,673467,180,1
26,Female,Single,Postgraduate,Salaried,12,196565,25824,332,310605,3008839,1567048,120,0
58,Male,Married,HighSchool,Business,29,152424,88566,578,3711763,3413207,1166292,120,0
41,Female,Married,Graduate,Business,16,48777,7279,371,1909052,3366196,1416027,60,0
42,Male,Married,HighSchool,Salaried,15,84128,67768,631,537288,1124959,569528,240,1
30,Male,Married,Graduate,SelfEmployed,20,52365,89573,453,4133777,4767075,2157707,60,0
35,Male,Single,Postgraduate,SelfEmployed,6,79237,11195,411,4102606,8521640,2092306,240,0
48,Female,Married,HighSchool,SelfEmployed,2,138000,40537,329,1424010,1439501,2364094,120,0
32,Female,Married,HighSchool,Salaried,15,77284,5690,638,3107134,7981137,222793,60,0
36,Male,Married,HighSchool,SelfEmployed,27,182216,41476,428,82754,1958799,2510012,240,0
21,Male,Married,HighSchool,Business,23,46475,16926,310,2458779,7438789,1904311,180,0
32,Female,Married,HighSchool,SelfEmployed,3,45288,91428,382,2688565,4331897,2019414,180,0
51,Male,Married,Graduate,Salaried,26,75538,50608,445,2670097,5883481,1374182,240,0
37,Male,Married,HighSchool,SelfEmployed,24,102174,16238,501,4512683,3562098,2325748,360,0
57,Female,Single,Graduate,Salaried,21,114450,48329,339,4393128,8478053,1044919,120,0
30,Female,Single,Graduate,SelfEmployed,1,183263,47601,718,411126,855866,2322424,180,1
41,Male,Single,Postgraduate,Business,20,22252,47624,861,987648,9272080,1024249,120,0
47,Male,Single,Graduate,SelfEmployed,28,143956,57707,407,3514990,6601663,2304712,120,0
29,Female,Single,Postgraduate,Business,24,93812,3500,451,3329853,2808802,2301526,120,0
58,Male,Married,Postgraduate,Salaried,17,46879,82554,698,1446509,9365934,2275923,240,0
39,Female,Single,HighSchool,Business,10,136389,93503,744,3334241,3607965,2961113,60,0
35,Male,Single,Postgraduate,SelfEmployed,2,166874,72354,549,57276,2963089,2825829,120,0
23,Male,Married,Graduate,Salaried,8,166071,72341,385,4622393,5125464,2099841,120,0
45,Female,Single,HighSchool,SelfEmployed,18,27793,26542,482,4280473,3634732,902069,240,0
43,Female,Married,Postgraduate,SelfEmployed,14,63179,92070,340,1103523,3515173,1798198,120,0
55,Male,Married,Postgraduate,Salaried,5,115612,64758,378,307672,9824805,206212,120,0
37,Female,Married,Postgraduate,Business,6,86925,62425,456,3715245,5694573,1619568,60,0
45,Male,Married,Graduate,Salaried,26,54934,25820,637,3050718,2479525,1674731,180,0
55,Male,Single,Graduate,Salaried,28,29722,48324,783,3101659,3370760,2985865,360,0
22,Female,Single,HighSchool,SelfEmployed,4,128052,95249,371,935934,6708169,2087938,120,0
43,Male,Married,Postgraduate,SelfEmployed,18,78455,96139,429,3363221,6043833,2015076,360,0
38,Male,Single,Graduate,SelfEmployed,24,78756,80604,720,3757980,1317220,2814399,120,0
25,Male,Single,HighSchool,SelfEmployed,18,100358,80037,513,2894352,1935471,2055842,240,0
23,Male,Married,HighSchool,SelfEmployed,26,99053,57861,729,1316857,6040668,2295498,120,0
40,Male,Married,Graduate,SelfEmployed,1,152758,43109,875,3852890,4420121,2409421,360,0
45,Male,Single,Graduate,Salaried,10,184958,97409,547,121483,4596567,2323841,360,1
56,Female,Single,Postgraduate,Salaried,5,137400,44124,678,164033,5117462,1441045,240,1
29,Male,Single,HighSchool,Salaried,0,18373,90685,813,4733770,9176708,1004657,240,0
44,Female,Married,HighSchool,Salaried,28,44695,3622,621,1950160,3385194,2323244,360,0
52,Male,Married,HighSchool,Business,24,121464,80934,581,716615,9386809,2213055,240,1
27,Male,Married,Postgraduate,Business,21,76305,15106,345,1077996,7278375,1424302,240,0
59,Female,Married,Graduate,Salaried,9,152447,15805,717,1121647,5373745,631134,240,1
44,Female,Single,Postgraduate,Business,21,83748,69458,621,4549049,8124870,1809978,60,0
41,Male,Single,Postgraduate,SelfEmployed,7,81082,36497,482,1292595,8812572,2638823,60,0
28,Male,Married,Postgraduate,Salaried,12,99853,68045,884,2123517,7117513,1086709,360,1
59,Male,Single,Graduate,Business,20,145804,30759,722,4791177,7366001,2540859,60,0
45,Female,Single,Postgraduate,SelfEmployed,17,169135,71842,585,2114400,7160150,978624,180,0
53,Male,Married,Graduate,Business,11,110822,11164,391,4571743,9187355,747145,240,0
23,Male,Married,Postgraduate,Business,28,162990,40975,860,2919277,8103085,2619006,120,0
30,Female,Married,Graduate,Salaried,14,105625,48707,509,4936842,2101572,2097017,240,0
25,Female,Single,HighSchool,SelfEmployed,6,169226,44035,898,4447314,2012601,1783231,360,1
53,Female,Married,Graduate,SelfEmployed,26,163054,60325,837,416893,7622629,1084364,360,1
32,Male,Single,Postgraduate,Business,2,110461,38258,855,286132,2975254,460363,180,1
42,Female,Single,Postgraduate,Business,0,52109,37850,884,2960454,1247196,749373,120,0
47,Female,Single,Postgraduate,SelfEmployed,24,128886,20639,374,3864713,8362165,1882238,60,0
34,Male,Married,Postgraduate,Salaried,15,108046,94908,839,691175,9439393,2817500,120,1
38,Male,Single,Postgraduate,Business,6,34843,70970,348,3776659,7183858,832531,360,0
38,Female,Single,Postgraduate,SelfEmployed,26,101245,68907,457,1916576,5428662,2125770,180,0
51,Female,Married,Graduate,SelfEmployed,20,93309,30247,743,4757333,8629374,1192745,120,0
50,Female,Married,Postgraduate,Salaried,10,73095,74962,687,488843,6670160,1870391,360,1
24,Male,Married,HighSchool,Business,1,66720,73481,797,4443463,9930345,2089034,60,0
45,Male,Single,Postgraduate,SelfEmployed,2,26580,20966,876,395268,2981004,437450,240,0
46,Male,Married,Graduate,Business,20,21553,71295,887,2307144,9901576,2945526,120,0
25,Male,Single,Postgraduate,Business,16,70049,46669,335,3356789,3257309,1609156,60,0
58,Female,Married,HighSchool,Salaried,10,39814,73586,347,1254847,4111380,2939844,60,0
25,Female,Single,Graduate,Business,19,98133,56499,319,4056719,6045990,1179617,240,0
21,Female,Single,Postgraduate,SelfEmployed,28,69100,81156,787,3247897,4634228,482280,60,1
57,Male,Single,Postgraduate,SelfEmployed,22,87750,97447,647,3235319,6478650,521159,60,0
31,Male,Married,HighSchool,SelfEmployed,9,96428,20635,313,1886963,8610968,2173772,360,0
47,Female,Single,Graduate,Business,16,47948,91529,692,4047377,1275819,252135,120,0
25,Male,Single,HighSchool,Business,5,86164,29093,870,2873760,8281264,2347786,180,0
22,Female,Single,Graduate,SelfEmployed,5,41627,6146,717,3124105,4522640,1462799,120,0
47,Male,Married,Graduate,Business,0,199783,13322,879,2096354,7694956,2557044,60,0
30,Female,Married,HighSchool,Salaried,0,65812,32403,841,2300670,1977177,2026048,180,0
24,Female,Single,Postgraduate,Salaried,25,43485,98059,378,538768,8596259,445689,120,0
53,Female,Single,HighSchool,Business,27,189549,87450,382,1244613,4978328,357266,180,0
23,Female,Married,Graduate,Business,9,40979,61516,823,4469808,5729557,1659805,180,0
28,Male,Married,Graduate,Salaried,3,48637,39210,359,3306852,4168124,851957,120,0
31,Male,Single,HighSchool,Salaried,4,151219,3443,613,71220,1091145,132712,360,1
